Producto;DescripciÃ³n;Fabricante;Costo;Stock Total
6ES72121BD344YB0;SIMATIC S7-1200, Kit de iniciación, compuesto por: CPU 1212C AC/DC/relé, simulador de entradas, STEP 7 Basic CD, manual en CD, material informativo, SYSTAINER;39;455.967457;0.0
6ES72121BE310XB0;"""SIMATIC S7-1200, CPU 1212C, CPU compacta AC/DC/relé, E/S INTEGRADAS: 8 DI DC 24V; 6 DO, relé 2 A; 2 AI 0-10V DC, alimentación: AC 85-264 V AC con 47-63 Hz, Memoria de programas/datos 50 KB""";39;648.49;1.0
6ES72121BE400XB0;SIMATIC S7-1200 CPU 1212 C, 110-220V;39;0.0;0.0
6ES72121HE400XB0;SIMATIC S7-1200 CPU 1212 C;39;191.08;0.0
6ES72121RD344YB0;SIMATIC S7-1200 STARTERKIT;39;751.4;0.0
6ES72141AD230XB0;SIMAC S7-200 CPS 224 COMPACTO;39;789.29;0.0
6ES72141AG310XB0;SINAMATIC S7-1200, CPU 1214 COMPAC DC/DC/DC;39;195.0;0.0
6ES72141AG400XB0;"""SIMATIC S7-1200, CPU 1214C, CPU compacta, DC/DC/DC, E/S integradas: 14 DI 24 V DC; 10 DO 24 V DC; 2 AI 0-10 V DC, alimentación: DC 20,4-28,8 V DC, memoria de programas/datos 150 KB""";39;467.376666;1.0
6ES72141BD230XB0;SIMAC S7-200 CPS 224;39;276.247788;0.0
6ES72141BG310XB0;SIMATIC S7 -1200 CPU1214C;39;303.789958;0.0
6ES72141BG400XB0;SIMATIC S7-1200 CPU 1214C AC/DC;39;362.6;0.0
6ES72141HG400XB0;"""SIMATIC S7-1200, CPU 1214C, CPU compacta, DC/DC/relé, E/S integradas: 14 DI 24 V DC; 10 DO, relé 2 A; 2 AI 0-10 V DC, alimentación: DC 20,4-28,8 V DC, memoria de programas/datos 150 KB""";39;456.446266;2.0
6ES72151AG400XB0;SIMATIC S7-1200, CPU 1212C, PROFINET;39;0.0;0.0
6ES72211BF220XA0;Simatic entradas digitales;39;59.800311;0.0
6ES72211BF300XB0;SINAMATIC S7-1200 ENTRADA DIGITAL SM 1221, 8DI, 24V;39;82.339946;0.0
6ES72211BF320XB0;SIMATIC S7-1200 8DI 24VDC;39;88.669988;0.0
6ES72211BH220XA0;SIMATIC S7 -200. MOD. E DIGIT;39;327.12;2.0
6ES72211BH320XB0;SIMATIC S7-1200, módulo de entradas digitales SM 1221, 16 DI, DC 24V, Sink/Source;39;285.0;0.0
6ES72211HH320XB0;SIMATIC S7-1200, módulo de salidas digitales SM;39;0.0;0.0
6ES72221BF300XB0;SINAMATIC S7-1200 SALIDA DIGITAL SM 1222 8D0 24V;39;305.14;0.0
6ES7222-1BF32-0XB0;SINAMATIC S7-1200 SALIDA DIGITAL SM 1222 8D0 24V;39;101.25;0.0
6ES72221BH300XB0;SINAMATIC S7-1200  SALIDA DIGITAL SM 1222, 16D0,24V;39;140.949907;0.0
6ES72221BH320XB0;SIMATIC S7-1200, módulo de salidas digitales SM 1222, 16 DO, DC 24V, Transistor 0,5 A;39;160.500525;0.0
6ES72221HF220XA0;SUMATIC S7-200, MODULO 8 SAL DIG;39;159.25;0.0
6ES72221HH320XB0;SIMATIC S7-1200, módulo de salidas digitales SM;39;160.5;0.0
6ES72231BL320XB0;SIMATIC S7-1200, E/S digitales SM 1223, 16 DI/16 DO, 16 DI DC 24V, Sink/Source, 16 DO, Transistor 0,5 A;39;265.58;0.0
6ES72231PH300XB0;SINAMATIC S7-1200 8DI/8D0 24VDC;39;147.36998;0.0
6ES72231PH320XB0;SIMATIC S7-1200, E/S digitales SM 1223, 8 DI/8 DO, 8 DI DC 24V, Sink/Source, 8 DO, relé 2 A;39;179.400129;0.0
6ES72231PL220XA0;SINAMATIC S7-200 MODULO E/S DIG;39;906.99;0.0
6ES72231PL320XB0;SIMATIC S7-1200, E/S digitales SM 1223, 16 DI/16 DO, 16 DI DC 24V, Sink/Source, 16 DO, relé 2 A;39;279.315417;2.0
6ES72231QH320XBO;SINAMATIC S7-1200 MODULO E/S 8DI/8DO;39;245.6;0.0
6ES72314HD320XB0;SIMATIC S7-1200, módulo de entradas analógicas, SM 1231, 4 AI, +/-10V, +/-5V, +/-2,5V, o 0-20 mA/4-20 mA, 12 bits + signo (13 bits ADC);39;221.76;4.0
6ES72315PF320XB0;SIMATIC S7-1200, módulo de entradas analógicas, SM 1231 RTD, 8xAI módulo RTD;39;802.942015;0.0
6ES72324HB320XB0;SIMATIC S7-1200, Salida analógica, SM 1232, 2 AO, +/-10V, Resolución de 14 bits, o 0-20 mA/4-20 mA, Resolución de 13 bits;39;419.98;0.0
6ES72324HD320XB0;MODULO S71200 SA, SM1232 4 AO, +/-10 V;39;374.0;3.0
6ES72344HE320XB0;SIMATIC S7-1200, E/S analógicas SM 1234, 4 AI/2 AO, +/-10V, Resolución de 14 bits o 0 (4)-20 mA, Resolución de 13 bits;39;349.48;0.0
6ES72411CH301XB0;SIMATIC S7-1200, Communication Board CB 1241, RS-485, bloque de bornes, Soporta Freeport;39;83.2;2.0
6ES72720AA300YA1;SIMATIC S7, TD200 DISPLAY;39;266.25;0.0
6ES72770AA220XA0;SIMAC S7-200 PROFIBUS DP;39;182.575221;0.0
6ES73071KA020AA0;SIMATIC S7-300, POWER SUPPLY;39;206.25;0.0
6ES7313-5BG04-0AB0;SIMATIC S7-300, CPU 313C, SIMATIC S7-300, CPU 313C;39;1126.46;0.0
6ES73211BH020AA0;MODULO DE ENTRADAS SIMATIC S7300;39;0.0;0.0
6ES73211FH000AA0;SIMATIC S7-300, MODULO E DIG. SM 321, CO.;39;501.0;0.0
6ES73221BH010AA0;MODULO DIGITAL SM 322;39;240.0;0.0
6ES73221HH010AA0;SIMATIC S7-300, módulo de salidas digitales SM 322;39;350.25;0.0
6ES73231BL000AA0;SIMATIC S7-300, módulo digital SM 323, aislado galvánicamente, 16 DI y 16 DO, DC 24V, 0,5 A, Corriente total 4 A, 1 x 40 polos;39;660.315424;0.0
6ES73317KF020AB0;MODELO SIMATIC P/PTI00;39;651.75;0.0
6ES74050DA020AA0;SIMATIC S7-400, ALIMENTACION PS 405 4A, 24/48/60V;39;0.0;0.0
6ES74211BL010AA0;SUMATIC S7-400, MODULO  DIG;39;281.599752;0.0
6ES74221BL000AA0;SUMATIC S7-400, MODULO  DIG;39;413.369636;0.0
6ES74321HF000AB0;SUMATIC S7-400, MODULO  DIG;39;918.849197;0.0
6ES74675GJ020AB0;PROFIBUS-MASTERANSCHALTUNG IM467 RS485;39;1997.0;0.0
6ES75152AM020AB0;SIMATIC S7-1500, CPU 1515-2 PN, central processing unit with 500 KB work memory, PROFINET IRT with 2-port switch;39;2.0;10.0
6ES75221BL010AB0;MODULO  522, S71500;39;406.7;0.0
6ES78220AA030YA5;SIMATIC STEP BASIC V13;39;269.62;0.0
6ES78220AA050YA5;"SIMATIC STEP 7 BASIC V15; FLOATING LICEN";39;356.25;0.0
6ES78220AE000YY0;"""SIMATIC STEP 7 Basic SUS Download TIA Portal en el marco de este contrato obtendrá durante un año todas las versiones actuales del software; el contrato se prorroga automáticamente 1 año si no""";39;73.6;0.0
6ES78220AE080YA5;"""SIMATIC STEP 7 Basic V18, Floating License para descargar; software de ingeniería en el TIA Portal; software, documentación y clave de licencia para descargar; clase A; en 9 idiomas: de,en,zh""";39;290.64;0.0
6ES78221AA080YA5;"""SIMATIC STEP 7 Prof. V18; Floating License; software de ingeniería en el TIA Portal; SW y documentación en DVD; clave de licencia en memoria USB; clase A; en 9 idiomas: de,en,zh incluidos,""";39;2257.8;0.0
6ES79013DB300XA0;SIMATIC S7-200;39;124.902655;0.0
6ES79538LJ300AA0;TARJETA DE MEMORIA, PARA S7300;39;175.5;0.0
6ES79548LC030AA0;SIMATIC S7, Memory Card para S7-1x 00 CPU/SINAMICS, 3, 3 V Flash, 4 Mbytes;39;55.04;0.0
6ES79548LE030AA0;SIMATIC S7, Memory Card para S7-1x00 CPU/SINAMICS, 3, 3 V Flash, 12 MBytes;39;175.368421;0.0
6ES797-0BA00;SIMATIC S7-400 BACK-UP BATTERY;39;24.85;0.0
6ES79710BA00;SIMATIC S7-400, PILA TAMPON 3,6 V/2,3 AH PARA PS 405 4 A/10 A/20 A Y PS 407 4 A/10 A/20 A;39;19.965;0.0
6ES79711AA000AA0;BATERIA TAMPON 95-100U;39;11.049741;0.0
6ES79720AA020XA0;SIMATIC DP REPETIDOR RS485 P.CONEXION UPC/EAN;39;501.46;0.0
6ES79720BA120XA0;SIMATIC DP, conector de conexión para PROFIBUS hasta 12 Mbits/s Salida de cable a 90°, 15,8x 64x 35,6 mm (An x Al x P), Resistencia de cierre con función de seccionamiento, sin conector hembra;39;38.250191;2.0
6ES79720BB120XA0;SIMATIC DP, conector de conexión para PROFIBUS hasta 12 Mbits/s Salida de cable a 90°, 15,8x 64x 35,6 mm (An x Al x P), Resistencia de cierre con función de seccionamiento, con conector hembra;39;49.829943;7.0
6ES79720DA000AA0;SIMATIC CONECTOR P.PROFIBUS;39;72.15;0.0
6GK15710BA000AA0;ADAPTADOR PC USB A2;39;63.87;0.0
6GK19011BB102AA0;SIMATIC NET IE FC RJ45 PLUG 180;39;18.85;0.0
6GK52042BB102AA3;SWITCH INDUSTRIAL X204-2;39;1215.0;0.0
6GK71427BX000AX0;MODULO DE COMUNICACION CMR2020;39;555.56;0.0
6GK71427EX000AX0;MODULO DE COMUNICACION CMR240;39;0.0;0.0
6GK71771FA100AA0;LOGO! CSM 230 COMPACT SWITCH MODUL;39;145.23;1.0
6GK72427KX310XE0;COMMUNICATION MODULE CM 1242-7 FOR CONNECTION OF SIMATIC S7-1200;39;702.34;0.0
6GK72435DX300XE0;COMMUNICATION MODULE CM 1243-5 FOR CONNECTION OF SIMATIC S7-1200 TO PROFIBUS;39;337.99;0.0
6GK72771AA100AA0;"""Compact Switch Module CSM 1277 para conectar SIMATIC S7-1200 y hasta 3 dispositivos más a Industrial Ethernet con 10/100 Mbits/s; unmanaged switch, 4 puertos RJ45, alimentación externa 24 V DC""";39;188.83;0.0
6GK73431CX100XE0;"""procesador de comunicaciones CP 343-1 Lean para conectar SIMATIC S7-300 a Industrial Ethernet vía TCP/IP y UDP; Multicast, SEND/RECEIVE con y sin RFC1006, Fetch/Write, comunicación S7""";39;1217.83;0.0
6LSG10033230;VARIADOR DE FRECUENCIA TRIFASICO 3HP 240V;39;264.0;1.0
6NH98601AA00;SINAUT ANTENA PARA MODULO CMR;39;91.67;0.0
6SE4000BP000AA0;DUPLICADO MICROMASTER  4 PANEL OPERADOR BASICO BOP :: (Bloqueado);39;26.79732;0.0
6SE6400-0AP00-0AA1;MICROMASTER 4 Advanced Operator;39;0.0;0.0
6SE64000BP000AA0;MICROMASTER PANEL OPERADOR BASICO;39;29.250737;0.0
6SE64000BP000AA1;PANEL OPERADOR BASICO P/MICROMASTER;39;30.547001;0.0
6SE64000PM000AA0;KIT PARA INSTALACION EN PUERTA MM4;39;77.627215;0.0
6SE64001PB000AA0;MODULO MICROMASTER PROFIBUS;39;105.3;0.0
6SE64001PC000AA0;CABLE MICROMASTER DE MN4-PC;39;28.6;0.0
6SE64003CC005AC3;BOBINA DE CONMUTACION PARA MICROMASTER;39;92.3;0.0
6SE64003CC035CD3;BOBINA DE CONMUTACION 200V-3AC 480V;39;133.9;0.0
6SE64003CC083ED0;MICORMASTER 4 REACTANCIA DE ENTRADA 40 Y 50HP;39;550.001425;0.0
6SE64003CC112FD0;BOBINA CONMUTACION PARA VARIADOR 45 KW;39;550.001425;0.0
6SE6400-4BD16-5CA0;RESISTENCIA DE FRENADO PARA SINAMICS G120 11KW 480V;39;413.044248;0.0
6SE64004BD212DA0;RESISTENCIA DE FRENADO;39;579.026549;0.0
6SE64004BD222EA1;BREAKER RESISTOR 380-480V 15R 44000W PK 2200W;39;753.82555;0.0
6SE64004BD240FA0;RESISTENCIA DE FRENADO;39;921.424779;0.0
6SE640-OBP00-0AA0;DUPLICADO PANEL OPERADOR MM440 :: (Bloqueado);39;26.794083;0.0
6SE64202UC222BA1;VARIADOR MICROMASTER 420 2.2KW 3HP 240V;39;291.52021;0.0
6SE64202UC255CA1;VARIADOR MICROMASTER 420 7.5 HP 5.5 KW 240V;39;559.497663;0.0
6SE64202UD255CA1;VARIADOR MICROMASTER MM440 5.50KW 7.5 HP 480 V;39;663.0;0.0
6SE64402UC175AA1;VARIADOR MICROMASTER 440 0.75KW 1HP 240V;39;254.150884;0.0
6SE64402UC215BA1;VARIADOR MICROMASTER 440 1.5KW 2HP 240V;39;343.376411;0.0
6SE64402UC222BA1;VARIADOR MICROMASTER 440 2.2KW 3HP 240V;39;359.13;0.0
6SE64402UC2400CA1;VARIADOR MICROMASTER 440 4KW 5HP 240V;39;759.95;0.0
6SE64402UC255CA1;VARIADOR MICROMASTER 440 4KW 7.5HP 240V;39;705.897078;0.0
6SE64402UC275DA1;VARIADOR MICROMASTER 440 7.5KW 10HP 240V;39;845.002729;0.0
6SE64402UC311DA1;VARIADOR MICROMASTER 440 11KW 15HP 240V;39;1114.59292;0.0
6SE64402UC315DA1;VARIADOR MICROMASTER 440 14.9KW 20HP 240 V;39;1149.85155;0.0
6SE64402UD222BA1;VARIADOR MICROMASTER 440 2.2KW 3HP 480 V;39;564.2;0.0
6SE64402UD240BA1;VARIADOR MICROMASTER 440 4.4KW 5HP 480 V;39;646.749457;0.0
6SE64402UD255CA1;VARIADOR MICROMASTER MM440 5.50KW 7.5 HP 480 V;39;0.0;0.0
6SE64402UD315DA1;VARIADOR MICROMASTER 440 22KW 20HP 480V;39;1560.0;0.0
6SE64402UD318DA1;VARIADOR MICROMASTER 440 SIN FILTRO 3AC380;39;2018.04885;0.0
6SE64402UD322DA1;VARIADOR MICROMASTER 440 22KW 30HP 480V 30HP;39;2368.7;0.0
6SE64402UD337EA1;VARIADOR MICROMASTER 440 37KW 50HP 480V;39;3308.500959;0.0
6SE64402UD345FA1;VARIADOR MICROMASTER 440 45KW 60HP 480V;39;3818.09748;0.0
6SL30400LA000AA1;UNIDAD DE CONTROL SINAMICS S120 CU310;39;1062.69;0.0
6SL3200-0SF01-0AA0;REPUESTOS VENTILADOR SIMATICS 240/PM340 FSA;39;67.0;0.0
6SL32101KE132AF2;SINAMICS G120C potencia nominal 380-480 V 3AC +10/-20% 47-63 Hz sobrecarga leve: 1,1 kW a 150% 3 s, 110% 57 s, 100% 240 s sobrecarga alta: 0,75 kW a 200% 3 s, 150% 57 s, 100% 240 s filtro;39;740.11;0.0
6SL32101KE143UP1;SINAMICS G120, 1.5KW, 460V;39;400.4;0.0
6SL32101KE158UF1;SINAMICS G120C, 2.2KW, 480V;39;0.0;0.0
6SL32101KE175UP1;SINAMICS G120 3RW 460V;39;511.550343;0.0
6SL32101KE18-8UF1;SINAMICS G120C PN 4.0KW, 480V UNFIL;39;3930.545042;0.0
6SL32101KE213UF1;SINAMICS G120C potencia nominal 380-480 V 3AC +10/-20% 47-63 Hz sobrecarga leve: 5,5 kW a 150% 3 s, 110% 57 s, 100% 240 s sobrecarga alta: 4,0 kW a 200% 3 s, 150% 57 s, 100% 240 s sin filtro 24;39;679.76;0.0
6SL32101KE21-3UF1;SINAMICS G120C PN 5.5KW, 480V UNFIL;39;612.97;0.0
6SL32101KE232UF1;SINAMICS G120C 460V 15KW/20HP;39;0.0;0.0
6SL32101KE238UF1;SINAMICS G120 C 18.5 KW/V25 HP, 3AC380-480V;39;1567.83;0.0
6SL32101KE270UF1;SINAMICS G120 37, 0KW CON 150% SOBRECARGA 3AC380-480V;39;0.0;0.0
6SL32101PB21-8UL0;SINAMICS POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 1/3AC200-240V +10/-10% 47-63HZ POTENC. SOBRECARGA ALTA: 3KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -10 A +50 GRD C POTEN.;39;502.42;2.0
6SL32101PC22-2UL0;SINAMICS POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 3AC200-240V +10/-10% 47-63HZ POTENC. SOBRECARGA ALTA: 4KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -10 A +50 GRD C POTEN.;39;587.68;0.0
6SL32101PC222ULV;SINAMICS G120, PM240-2 230V 4.0/5.5KW;39;0.0;0.0
6SL32101PC22-8UL0;SINAMICS POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 3AC200-240V +10/-10% 47-63HZ POTENC. SOBRECARGA ALTA: 5,5KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -10 A +50 GRD C POTEN.;39;766.52;1.0
6SL32101PC242UL0;SINAMICS G120 POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 3AC200-240V +10/-20% 47-63HZ POTENC. SOBRECARGA ALTA: 7,5KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -20 BIS +50 GRD C;39;1224.76;1.0
6SL32101PC254UL0;SINAMICS G120 POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 3AC200-240V +10/-20% 47-63HZ POTENC. SOBRECARGA ALTA: 11KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -20 BIS +50 GRD C;39;1649.36;1.0
6SL32101PC254UL0-COM;VARIADOR DE 11KW 230V CON INSTALACIÓN;39;0.0;0.0
6SL32101PC268UL0;SINAMICS G120 PM240-2 230V 15/18.5KW;39;1948.705768;0.0
6SL32101PC313UL0;SINAMICS G120 POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 3AC200-240V +10/-20% 47-63HZ POTENC. SOBRECARGA ALTA: 30KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -20 BIS +50 GRD C;39;4935.09;0.0
6SL32101PE233UL0;SINAMICS G120 PM240-2 460V 11/15KW;39;1269.45;0.0
6SL32101PE275UL0;SINAMICS G120 POWER MODULE PM240-2 SIN FILTROCON FRENO CHOPPER INTEGRADO 3AC380-480V;39;0.0;0.0
6SL321058B222UV0;SINAMICS V20 1AC230V 2.2KW. P/3HP;39;260.0;0.0
6SL32105BB175UV1;SINAMICS V20 200-240 V 1 AC –10/+10% 47-63 Hz potencia nominal 0,75 kW con sobrecarga del 150 % durante 60 s sin filtrar E/S: 4 DI, 2 DO, 2 AI, 1 AO bus de campo: USS/Modbus RTU con panel de;39;159.355506;8.0
6SL32105BB175UVO;SINAMICS V20 1AC230V  0.75KW P/1HP;39;143.0;0.0
6SL32105BB180UVO;SINAMICS V20 1AC230V  0.75KW P/1HP;39;141.217142;0.0
6SL32105BB215UV0;SINAMICS V20 1AC230V 1.5KW P/2HP;39;180.444517;0.0
6SL32105BB215UV1;SINAMICS V20 1AC230V 1.5KW P/2HP;39;187.841429;0.0
6SL32105BB222UV0;SINAMICS V20 200-240 V AC monofásico –10/+10 potencia nominal 2,2 kW con sobrecarga del 150 % durante 60 s sin filtrar E/S: 4 DI, 2 DO, 2 AI, 1 AO bus de campo: USS/Modbus RTU con panel de;39;276.7;0.0
6SL32105BB222UV1;SINAMICS V20 200-240 V 1 AC –15/+10% 47-63 Hz 2,2 kW con 150% de sobrecarga durante 60 s sin filtro E/S: 4 DI, 2 DQ, 2 AI, 1 AO bus de campo: USS/Modbus con panel de operador básico integrado;39;233.221608;0.0
6SL32105BB230UV0;SINAMICS V20 1AC230V  3.OKW;39;247.8;0.0
6SL32105BB230UV1;SINAMICS V20 1AC 230V 3KW;39;0.0;0.0
6SL32105BE175UV0;SINAMICS V20 380-480 V 3 AC – 15/+ 10 % 47-63 Hz potencia nominal 0,75 kW con sobrecarga del 150 % durante 60 s sin filtrar E/S: 4 DI, 2 DO, 2 AI, 1 AO bus de campo: USS/Modbus RTU con panel de;39;253.68;0.0
6SL32105BE175UVO;SINAMICS V20 2AC380-480V, 0.75KW P/1HP;39;195.0;0.0
6SL32105BE215UV0;SINAMICS V20 380-480 V 3 AC – 15/+ 10 % 47-63 Hz potencia nominal 1,5 kW con sobrecarga del 150 % durante 60 s sin filtrar E/S: 4 DI, 2 DO, 2 AI, 1 AO bus de campo: USS/Modbus RTU con panel de;39;302.54;0.0
6SL32105BE222UV0;SINAMICS V20 1AC380V-480V,  2.2KW P/3HP;39;242.01;0.0
6SL32105BE240UV0;SINAMICS V20 380-480 V 3 AC – 15/+ 10 % 47-63 Hz potencia nominal 4 kW con sobrecarga del 150 % durante 60 s sin filtrar E/S: 4 DI, 2 DO, 2 AI, 1 AO bus de campo: USS/Modbus RTU con panel de;39;447.22;1.0
6SL32105BE255UV0;SINAMICS V20 3AC 380/480 5.5 KW;39;507.65;0.0
6SL32105BE275UV0;SINAMICS V20, 3AC 380/480V. 7.5 KW;39;584.35;0.0
6SL3210ABB0.5HP;VARIADOR DE FRECUENCIA 0.5HP, 3F 480V OMRON;39;490.0;0.0
6SL32110AB17;SINAMICS G110  1AC 230V 1.0 HP FSA;39;0.0;0.0
6SL32110AB175UA1;SINAMICS G110  1AC 230V 1.0 HP FSA;39;162.499985;0.0
6SL32110AB215UA1;SINAMICS G110 1AC 230V  2HP FSB::;39;200.850464;0.0
6SL32110AB222UA1;SINAMICS G110 1AC 230V 3HP FSC;39;252.199758;0.0
6SL32240BE175UA0;SINAMICS G120 2AC380-480V, 0.75KW P/1HP;39;0.0;0.0
6SL32302YE260UB0;SINAMICS G120X Potencia asignada: 11 kW al 110% 60 s, 100% 240 s sin filtrar 380-480 V 3 AC + 10/-20% 47-63 Hz Temperatura ambiente –20 a +45 °C Tamaño: FSC Grado de protección IP20/UL open Type;39;1361.0;0.0
6SL32302YE260UB0-1;Variador de frecuencia p/ control de motores de 15HP 440Vac encapsulado IP55.;39;0.0;0.0
6SL32440BB121BA1;SINAMICS G120 CONTROL UNIT CU240E-2 TIPO E SAFETY INTEGRATED STO INTERFAZ RS485, PROTOCOL USS 6DI, 3DO, 2AI, 2AO, MAX 1F-DI INTERFAZ PTC/KTY INTERFAZ USB- Y SD/MMC GRADO DE PROTECCION IP20 TEMP.;39;367.296512;0.0
6SL32440BB121FA0;SINAMICS G120 CONTROL UNIT CU240E-2 PN TIPO E SAFETY INTEGRATED STO PROFINET 6DI, 3DO, 2AI, 2AO, MAX 1F-DI INTERFAZ PTC/KTY INTERFAZ USB- Y SD/MMC GRADO DE PROTECCION IP20 TEMP. AMBI. 0 HASTA;39;308.19;1.0
6SL32440BB121PA1;SINAMICS G120 CONTROL UNIT CU240E-2 DP TIPO E SAFETY INTEGRATED STO PROFIBUS DP 6DI, 3DO, 2AI, 2AO, MAX 1F-DI INTERFAZ PTC/KTY INTERFAZ USB- Y SD/MMC GRADO DE PROTECCION IP20 TEMP. AMBI. 0 HASTA;39;252.700182;4.0
6SL32440BB12-1PA1;SINAMICS UNIT CONTROLCU240E-2 DP;39;234.022;0.0
6SL32550AA002AA1;KIT DE CONECCION PC-INVERTER SINAMICS;39;33.8;0.0
6SL32550AA004BA0;PANEL OPERADO (Bloqueado);39;25.000774;0.0
6SL32550AA004BA1;PANEL OPERADOR BASICO P/SINAMICS;39;31.85;0.0
6SL32550AA004CA1;SINAMICS G120 Basic Operator Panel (BOP-2);39;36.368351;8.0
6SL32550AA004JA2;SINAMICS G INTELLIGENT PANEL IOP-2;39;0.0;0.0
6SL32550AA005AA0;SINAMICS G120 Web Server Module;39;170.46;0.0
6SL32550VA004BA0;SINAMICS V20, BOP EXTERNO;39;29.251458;1.0
6SL32550VE000UA1;SINAMICS V20 Cargador de parámetros Tamaño: 90 × 57 × 28 (An × Al × P);39;64.69;0.0
6SL32560VP000VA0;SINAMICS V20, CABLE P/PUERTA;39;13.000649;1.0
6XV1830ET50;CABLE PROFIBUS 2 HILOS APANTALLADO;39;2.63;3.0
6XV18402AH10;SIMATIC NET MIN. 20 MTS;39;2.63;0.0
7.5HP1800SIE;MOT.TRIFASICO 230/460V 7.5HP 1800RPM 213T GP100 A7B10001013483;39;413.93;0.0
75.HP18CRB-SIE;A7B10001005682/MOTOR TRIFASICO DE 75-4   365T NAL;39;2633.0;0.0
7KM10200BA011DA0;SENTRON PAC1020 96 × 96 mm dispositivo de vigilancia eléctrica incorporado en panel para medir magnitudes eléctricas protocolo: Modbus RTU con display gráfico Ue nominal máx.: 400/230 V 45-65 Hz;39;132.02;3.0
7KM21120BA003AA0;POWER METER SENTRON PAC 3200, LCD  96X96M;39;484.121302;0.0
7KM31200BA011DA0;SENTRON PAC3120 LCD 96 × 96 mm Dispositivo de vigilancia eléctrica incorporado en panel para medir magnitudes eléctricas Protocolo: Modbus RTU con display gráfico Ue nominal: 690/400 V 45-65 Hz;39;321.978572;2.0
7KM31330BA003AA0;POWER METER SENTRON PAC 3100;39;284.047558;0.0
7KM32200BA011DA0;SENTRON PAC3220 LCD 96 × 96 mm Dispositivo de vigilancia eléctrica incorporado en panel para medir magnitudes eléctricas Protocolo: Modbus TCP con display gráfico Ue nominal: 690/400 V 45-65 Hz;39;502.859159;2.0
7KM42120BA003AA0;POWER METER SENTRON PAC 4200;39;0.0;0.0
7KM93000AB000AA0;MOD. AMPLIACION PROFIBUS DPV1;39;158.39;0.0
7KT5503;Contador horario 48 x 48 mm AC 115V 60Hz sin tapa;39;24.08;11.0
7KT5504;CONTADOR DE HORAS 230V 60HZ;39;22.75;0.0
7ME61102DA202AA2;SENSOR MAG 1100 INOX.;39;1133.0;0.0
7ME61102YA202AA2;SITRANS FM MAG 1100: sensor de caudal electromagnético (DN 2-100) para líquidos conductores en agua, farmacéutica y química. DN 50, cerámica, sin bus, requiere transmisor aparte;39;0.0;0.0
7ME65202DJ122AA2;SITRAMSFM MAG 5100;39;661.35;0.0
7ME65202DJ122JA2;SITRAMSFM MAG 5100 COMPACTO;39;1691.929824;0.0
7ME69101AA101AA0;DISPLAY MAG  5000 115 /230 V;39;0.0;0.0
7ME69201AA101AA0;DISPLAY MAG 6000, IP67 115-230V;39;1031.65;0.0
7MF03101DL015DM2;Transmisor de presión SITRANS P320 Presión relativa (con célula de medida para presión diferencial) HART (4...20 mA) Relleno de la célula de medida: Aceite de silicona Alcance de medida máximo:;39;1096.5;0.0
7MF03401DM015AM0-ZE00;TRANSMISOR DE PRESIOM SITRANS P320 60 mbar;39;976.0;2.0
7MF1564-3AG00-1AA1;Transductor de Precion Sitrans P.;39;305.929203;0.0
7MF15653CA005GD1;Sitrans P200  Transmiters;39;122.28;0.0
7MF15721DA11;Transmisor de presión SITRANS LH100 para la medida de nivel hidrostático por inmersión, alimentación a 2 hilos, 4...20 mA, material de la caja: no. mat. 1.4404 (316L), cabezal de medición Al2O3;39;628.74;0.0
7MF15721FA10;Transmisor de presión SITRANS LH100 para la medida de nivel hidrostático por inmersión, alimentación a 2 hilos, 4...20 mA, material de la caja: no. mat. 1.4404 (316L), cabezal de medición Al2O3;39;495.04;0.0
7ML52212BA11;SENSOR ULTRASÓNICO;39;893.0;0.0
7ML5221-2DA11;TRANSMISOR DE NIVEL ULTRASONICO SITRANS PROBE LU: MEDICION CONTINUA;39;0.0;0.0
7ML54301AA10;MEDIDOR RADAR SITRANS PROBE LR 2-WIRE;39;1119.68;0.0
7ML57351AA110BA0;. SITRANS LVS100 Interruptor de nivel de horquilla vibratoria: . detección de nivel de materiales sólidos secos a . granel. Extensiones opcionales hasta 4 m (13.12 ft). tensión de entrada: Relé;39;774.24;0.0
7PU05111AF06;RELE DE TIEMPO 6S 110V;39;18.818969;0.0
7PU05111AF30;RELE DE TIEMPO 3-30S 110V;39;23.590292;0.0
7PU05111AF60;RELE DE TIEMPO 6S 110V;39;18.820365;0.0
7PU05111AN60;RELE DE TIEMPO 6-60S 220V;39;13.129994;0.0
7PU05112AF06;RELE DE TIEMPO 0.6-6M 110V;39;26.0;0.0
